task_id	soc_code	task	is_manual	rationale
23671	51-9195.00	Clean, finish, and lubricate molds and mold parts.	True	Cleaning, finishing, and lubricating molds requires physical manipulation of objects and application of substances to tangible equipment.
23672	51-9195.00	Separate models or patterns from molds and examine products for accuracy.	True	Separating molds from models and examining products requires physical manipulation and hands-on inspection of tangible objects.
23674	51-9195.00	Load or stack filled molds in ovens, dryers, or curing boxes, or on storage racks or carts.	True	Task requires physical manipulation and movement of filled molds into ovens, dryers, or curing boxes, and onto storage racks or carts.
23675	51-9195.00	Align and assemble parts to produce completed products, using gauges and hand tools.	True	Primary execution involves physical manipulation of tangible parts, use of hand tools, and assembly work—core manual labor.
23676	51-9195.00	Operate and adjust controls of heating equipment to melt material or to cure, dry, or bake filled molds.	True	Operating and adjusting heating equipment controls requires physical manipulation of machinery controls and monitoring equipment to execute the work.
23678	51-9195.00	Patch broken edges or fractures, using clay or plaster.	True	Patching broken edges with clay or plaster requires physical manipulation of materials and hands-on application work.
23679	51-9195.00	Withdraw cores or other loose mold members after castings solidify.	True	Physically removing cores and mold parts from solidified castings requires direct manipulation of tangible objects.
23680	51-9195.00	Repair mold defects, such as cracks or broken edges, using patterns, mold boxes, or hand tools.	True	Task requires physical manipulation of mold defects using hand tools and patterns—direct hands-on repair work.
23681	51-9195.00	Measure and cut products to specified dimensions, using measuring and cutting instruments.	True	Primary execution involves physical use of measuring and cutting instruments on tangible objects to achieve specified dimensions.
23682	51-9195.00	Smooth surfaces of molds, using scraping tools or sandpaper.	True	Physically manipulating sandpaper and scraping tools to smooth mold surfaces requires hands-on physical execution.
23683	51-9195.00	Measure ingredients and mix molding, casting material, or sealing compounds to prescribed consistencies, according to formulas.	True	Measuring and mixing physical materials requires hands-on manipulation of tangible substances to achieve prescribed consistencies.
23684	51-9195.00	Remove excess materials and level and smooth wet mold mixtures.	True	Removing materials and smoothing mold mixtures requires physical manipulation and hands-on work with tangible materials.
23687	51-9195.00	Verify dimensions of products, using measuring instruments, such as calipers, vernier gauges, or protractors.	True	Requires physical use of measuring instruments and hands-on interaction with tangible products to verify dimensions.
23688	51-9195.00	Bore holes or cut grates, risers, or pouring spouts in molds, using power tools.	True	Requires physical operation of power tools to cut/bore holes in molds—direct manipulation of tools and materials.
2369	31-1122.00	Perform healthcare-related tasks, such as monitoring vital signs and medication, under the direction of registered nurses or physiotherapists.	True	Monitoring vital signs and medication administration require hands-on physical interaction with patients and medical equipment.
23690	51-9195.00	Tap or tilt molds to ensure uniform distribution of materials.	True	Tapping and tilting molds requires physical manipulation and hands-on interaction with tangible objects to distribute materials.
23691	51-9195.00	Construct or form molds for use in casting clay or plaster objects, using plaster, fiberglass, rubber, casting machines, patterns, or flasks.	True	Constructing molds requires physical manipulation of materials (plaster, fiberglass, rubber), operation of casting machinery, and hands-on formation work.
23692	51-9195.00	Pour, pack, spread, or press plaster, concrete, or other materials into or around models or molds.	True	Task requires physical manipulation of tangible materials (pouring, packing, spreading, pressing) into molds—direct hands-on material handling.
23693	53-1043.00	Assist workers in tasks, such as loading vehicles.	True	Assisting workers in loading vehicles requires physical manipulation and operation of materials, which is hands-on manual work.
2370	31-1122.00	Administer bedside or personal care, such as ambulation or personal hygiene assistance.	True	Bedside and personal care require direct physical contact and manipulation (assisting with movement, hygiene tasks, toileting), making it hands-on caregiving.
23704	53-1044.00	Inspect materials, stock, vehicles, equipment, or facilities to ensure that they are safe, free of defects, and consistent with specifications.	True	Inspecting materials, stock, vehicles, equipment, or facilities requires physical presence and hands-on examination to visually and tactually verify safety, defects, and specifications.
23705	53-1044.00	Inspect work areas or operating equipment to ensure conformance to established standards in areas such as cleanliness or maintenance.	True	Inspecting work areas and equipment requires physical presence, seeing/touching objects to assess cleanliness and maintenance conditions.
23715	53-3051.00	Check the condition of a vehicle's tires, brakes, windshield wipers, lights, oil, fuel, water, and safety equipment to ensure that everything is in working order.	True	Checking vehicle components requires physical inspection and manipulation—touching tires, examining brakes, testing lights, checking fluid levels.
23716	53-3051.00	Comply with traffic regulations to operate vehicles in a safe and courteous manner.	True	Operating vehicles requires physical control of machinery and navigation to comply with traffic rules while driving.
23717	53-3051.00	Drive gasoline, diesel, or electrically powered multi-passenger vehicles to transport students between neighborhoods, schools, and school activities.	True	Driving a vehicle is physical operation of machinery requiring hands-on control and navigation.
23718	53-3051.00	Escort small children across roads and highways.	True	Requires physical presence and bodily movement to guide children safely across roads in real-world environment.
23719	53-3051.00	Follow safety rules as students board and exit buses or cross streets near bus stops.	True	Physical presence required to monitor and guide students boarding/exiting buses and crossing streets; involves bodily positioning at work site.
2372	31-1122.00	Perform housekeeping duties, such as cooking, cleaning, washing clothes or dishes, or running errands.	True	Cooking, cleaning, washing, and errands all involve physical manipulation and bodily movement—preparing food, handling cleaning tools, washing items, and transporting goods.
23720	53-3051.00	Keep bus interiors clean for students.	True	Cleaning bus interiors requires physical manipulation and manual labor—sweeping, wiping, removing debris, and maintaining surfaces.
23723	53-3051.00	Make minor repairs to vehicles.	True	Requires physical manipulation of vehicle components and use of repair tools and equipment.
23724	53-3051.00	Pick up and drop off students at regularly scheduled neighborhood locations, following strict time schedules.	True	Operating a vehicle (driving) to transport students requires hands-on vehicle operation, physical presence at multiple locations, and bodily movement through the task.
23728	53-3051.00	Regulate heating, lighting, and ventilation systems for student comfort.	True	Operating physical systems (heating, lighting, ventilation) requires hands-on manipulation of controls and equipment to maintain environmental conditions.
2373	31-1122.00	Care for individuals or families during periods of incapacitation, family disruption, or convalescence, providing companionship, personal care, or help in adjusting to new lifestyles.	True	Provides personal care and hands-on companionship during incapacitation, including physical assistance with daily living activities and bodily presence.
23733	53-3053.00	Check the condition of a vehicle's tires, brakes, windshield wipers, lights, oil, fuel, water, and safety equipment to ensure that everything is in working order.	True	Physical inspection requires touching/examining vehicle components (tires, brakes, wipers, lights). Primary execution is hands-on at the vehicle.
23737	53-3053.00	Comply with traffic regulations to operate vehicles in a safe and courteous manner.	True	Involves physical operation of vehicles and bodily control to navigate roadways safely per regulations.
23738	53-3053.00	Drive shuttle busses, limousines, company cars, or privately owned vehicles to transport passengers.	True	Operating a vehicle (shuttle bus, limousine, car) is physical operation of machinery requiring hands-on control.
23742	53-3053.00	Operate vehicles with specialized equipment, such as wheelchair lifts, to transport and secure passengers with special needs.	True	Primary execution requires operating vehicles and physical equipment to transport and secure passengers—hands-on operation and physical presence.
23743	53-3053.00	Perform errands for customers or employers, such as delivering or picking up mail and packages.	True	Delivering and picking up mail/packages requires physical handling of objects and transportation to multiple locations.
23744	53-3053.00	Perform minor vehicle repairs, such as cleaning spark plugs, or take vehicles to mechanics for servicing.	True	Performing minor vehicle repairs like cleaning spark plugs requires physical manipulation of vehicle components. Taking vehicles to mechanics involves operating/driving vehicles.
23745	53-3053.00	Perform routine vehicle maintenance, such as regulating tire pressure and adding gasoline, oil, and water.	True	Requires physical manipulation of vehicle components and fluids—checking tire pressure, adding gasoline, oil, and water are hands-on mechanical tasks.
23746	53-3053.00	Pick up and drop off passengers at regularly scheduled neighborhood locations, following strict time schedules.	True	Task requires operating a vehicle and physical interaction with passengers (picking up/dropping off), which is manual work.
23747	53-3053.00	Pick up or meet passengers according to requests, appointments, or schedules.	True	Requires physical operation of a vehicle and bodily presence to transport passengers; inherently involves manual execution.
23749	53-3053.00	Provide passengers with assistance entering and exiting vehicles, and help them with any luggage.	True	Requires physical assistance with passenger movement and manual handling of luggage.
2375	31-1122.00	Plan, shop for, or prepare nutritious meals or assist families in planning, shopping for, or preparing nutritious meals.	True	Meal preparation involves physical manipulation of food, cooking, and meal assembly. Shopping and planning are preparatory but the primary execution is hands-on.
23756	53-3053.00	Test vehicle equipment, such as lights, brakes, horns, or windshield wipers, to ensure proper operation.	True	Testing vehicle equipment requires physical manipulation and operation of vehicle components to verify functionality.
23757	53-3053.00	Vacuum and clean interiors, and wash and polish exteriors of automobiles.	True	Task requires physical manipulation of cleaning tools and equipment, hands-on contact with vehicle surfaces and interiors to vacuum, wash, and polish.
23758	53-3054.00	Collect fares or vouchers from passengers, and make change or issue receipts as necessary.	True	Physically handling cash, vouchers, and issuing receipts involves direct object manipulation and hand-on transactional work with passengers.
23762	53-3054.00	Drive taxicabs or privately owned vehicles to transport passengers.	True	Primary execution requires operating a vehicle to transport passengers—a physical task involving hands-on vehicle operation.
23765	53-3054.00	Perform minor vehicle repairs, such as cleaning spark plugs, or take vehicles to mechanics for servicing.	True	Cleaning spark plugs involves physical manipulation of vehicle parts. Taking vehicles to mechanics requires operating the vehicle. Both are manual tasks.
23766	53-3054.00	Perform routine vehicle maintenance, such as regulating tire pressure and adding gasoline, oil, and water.	True	Requires physical manipulation of vehicle components and fluids—checking tire pressure, adding gasoline, oil, and water are hands-on maintenance operations.
23767	53-3054.00	Pick up passengers at prearranged locations, at taxi stands, or by cruising streets in high-traffic areas.	True	Requires operation of a vehicle (taxi) and physical presence at work sites to pick up passengers.
23768	53-3054.00	Provide passengers with assistance entering and exiting vehicles, and help them with any luggage.	True	Requires physical handling of luggage, bodily movement to assist passengers entering/exiting vehicles, and direct hands-on interaction.
2377	31-1122.00	Transport clients to locations outside the home, such as to physicians' offices or on outings, using a motor vehicle.	True	Requires operating a motor vehicle and physical presence to transport clients to destinations.
23771	53-3054.00	Test vehicle equipment, such as lights, brakes, horns, or windshield wipers, to ensure proper operation.	True	Testing vehicle equipment requires hands-on physical manipulation and inspection of tangible components (lights, brakes, horns, wipers) to verify proper operation.
23773	53-3054.00	Vacuum and clean interiors and wash and polish exteriors of automobiles.	True	Vacuuming, cleaning, washing, and polishing automobiles require physical manipulation and use of tools and cleaning equipment on tangible objects.
23774	53-4022.00	Observe train signals along routes and verify their meanings for engineers.	True	Requires physical presence at work site to observe and inspect train signals in person.
23776	53-4022.00	Pull or push track switches to reroute cars.	True	Pulling or pushing track switches requires direct physical manipulation of mechanical devices to physically reroute rail cars.
23778	53-4022.00	Monitor trains as they go around curves to detect dragging equipment and smoking journal boxes.	True	Requires physical presence at work site to visually inspect trains; physical observation of equipment condition necessitates being onsite.
23779	53-4022.00	Inspect couplings, air hoses, journal boxes, and handbrakes to ensure that they are securely fastened and functioning properly.	True	Inspecting physical components requires hands-on examination, touching/testing couplings, hoses, and brakes to verify fastening and function.
23780	53-4022.00	Observe tracks from left sides of locomotives to detect obstructions on tracks.	True	Requires physical presence at work site to visually observe and inspect locomotive tracks for obstructions; demands bodily positioning and direct visual inspection.
23781	53-4022.00	Operate locomotives in emergency situations.	True	Operating locomotives requires physical manipulation of controls and machinery, demanding hands-on operational execution in real-time.
23782	53-4022.00	Raise levers to couple and uncouple cars for makeup and breakup of trains.	True	Raising levers to couple/uncouple train cars requires physical manipulation of equipment and hands-on mechanical operation.
23783	53-4022.00	Climb ladders to tops of cars to set brakes.	True	Climbing ladders and manually setting brakes requires physical manipulation and bodily movement at a work site.
23785	53-4022.00	Inspect locomotives to detect damaged or worn parts.	True	Inspecting locomotives requires physical presence, hands-on examination, and touching/visual inspection of parts for damage and wear.
23787	53-4022.00	Check to see that trains are equipped with supplies such as fuel, water, and sand.	True	Requires physical inspection and verification of tangible supplies on trains; involves hands-on presence at work site.
23789	53-4022.00	Set flares, flags, lanterns, or torpedoes in front and at rear of trains during emergency stops to warn oncoming trains.	True	Setting flares, flags, lanterns, and torpedoes requires physical placement of tangible objects on train tracks during emergency stops—direct manual labor.
23790	53-4022.00	Inspect tracks, cars, and engines for defects and to determine service needs, sending engines and cars for repairs as necessary.	True	Inspecting tracks, cars, and engines requires physical presence to examine equipment, identify defects through sight and touch, and assess repair needs on-site.
23791	53-4022.00	Start diesel engines to warm engines before runs.	True	Starting engines requires physical operation of machinery controls and monitoring engine systems hands-on.
23792	53-4022.00	Make minor repairs to couplings, air hoses, and journal boxes, using hand tools.	True	Task involves physical manipulation of mechanical components using hand tools to repair couplings, air hoses, and journal boxes.
23793	53-4022.00	Connect air hoses to cars, using wrenches.	True	Requires physical manipulation of hoses and operation of wrenches to connect equipment to cars.
23794	53-4022.00	Operate and drive locomotives, diesel switch engines, dinkey engines, flatcars, and railcars in train yards and at industrial sites.	True	Operating and driving locomotives and rail vehicles requires physical manipulation of machinery controls and bodily presence at work sites.
23795	53-4022.00	Refuel and lubricate engines.	True	Requires physical manipulation of fuel/lubricant containers and hands-on engine maintenance work.
23796	53-4022.00	Ride atop cars that have been shunted, and turn handwheels to control speeds or stop cars at specified positions.	True	Riding atop cars and manually turning handwheels requires physical presence and bodily movement at a work site, plus physical manipulation of control mechanisms.
23799	53-4022.00	Provide passengers with assistance entering and exiting trains.	True	Requires physical presence and bodily movement to guide passengers; may involve physical contact or support during boarding/exiting.
23801	53-4022.00	Conduct brake tests to determine the condition of brakes on trains.	True	Conducting brake tests requires physical inspection and operation of train braking systems, hands-on testing procedures, and direct interaction with mechanical equipment.
23806	53-5021.00	Steer and operate vessels, using radios, depth finders, radars, lights, buoys, or lighthouses.	True	Primary execution requires operating physical controls to steer a vessel and handling navigation equipment, which is hands-on physical operation.
23808	53-5021.00	Dock or undock vessels, sometimes maneuvering through narrow spaces, such as locks.	True	Docking/undocking vessels requires operating watercraft through physical maneuvering, hands-on equipment operation, and direct control of the vessel.
23810	53-5021.00	Inspect vessels to ensure efficient and safe operation of vessels and equipment and conformance to regulations.	True	Inspecting vessels requires physical presence, examining equipment, and checking tangible objects for safety and conformance.
23813	53-5021.00	Provide assistance in maritime rescue operations.	True	Maritime rescue requires physical presence on water, operating rescue equipment, boats, and hands-on interaction with distressed persons.
23815	53-5021.00	Measure depths of water, using depth-measuring equipment.	True	Operating physical depth-measuring equipment requires hands-on use of specialized tools/instruments to take measurements in water environments.
23816	53-5021.00	Maintain boats or equipment on board, such as engines, winches, navigational systems, fire extinguishers, or life preservers.	True	Maintaining boats and equipment requires hands-on physical work: repairing engines, servicing winches, inspecting life preservers, and testing fire extinguishers on board.
23817	53-5021.00	Signal crew members or deckhands to rig tow lines, open or close gates or ramps, or pull guard chains across entries.	True	Task involves physical manipulation of objects (tow lines, gates, ramps, chains) and bodily movement to operate equipment at a work site.
23827	53-5021.00	Tow and maneuver barges or signal tugboats to tow barges to destinations.	True	Operating tugboats and maneuvering barges requires physical operation of vessels and equipment at a work site.
23828	53-5021.00	Perform various marine duties, such as checking for oil spills or other pollutants around ports or harbors or patrolling beaches.	True	Requires physical presence at work site to inspect water/beaches, detect pollutants, and patrol harbors and ports.
2383	39-9032.00	Administer first aid according to prescribed procedures and notify emergency medical personnel when necessary.	True	First aid requires hands-on physical care: assessing injuries, applying bandages, performing CPR, positioning patients, and controlling bleeding.
23831	53-5021.00	Conduct safety drills such as man overboard or fire drills.	True	Conducting safety drills involves physically demonstrating procedures, guiding people through actions, and hands-on execution of emergency protocols.
23832	53-6032.00	Apply de-icing fluid to aircraft from baskets lifted by truck-mounted cranes.	True	Applying de-icing fluid requires physical manipulation of equipment and spraying solutions onto aircraft surfaces.
23833	53-6032.00	Change aircraft oil, coolant, or other fluids.	True	Requires physical manipulation of aircraft components and fluid handling; hands-on maintenance work.
23834	53-6032.00	Clean aircraft interiors by picking up waste, wiping down windows, or vacuuming.	True	Physical manipulation of cleaning tools and objects—picking up waste, wiping windows, vacuuming—requires hands-on manual execution.
23835	53-6032.00	Climb ladders to reach aircraft surfaces to be cleaned.	True	Climbing ladders and physically reaching aircraft surfaces requires bodily movement and physical presence at a work site to interact with the physical world.
23837	53-6032.00	De-grease aircraft exteriors.	True	Physical cleaning task requiring operation of cleaning tools/equipment and manual manipulation of aircraft exterior surfaces.
23838	53-6032.00	Empty aircraft lavatory systems or refill them with sanitizer fluid.	True	Requires physical manipulation of lavatory systems, handling fluid containers, and operating equipment to empty and refill aircraft lavatories.
23839	53-6032.00	Guide aircraft to designated areas using hand signals, batons, or other methods.	True	Requires physical presence and use of hand signals or batons to direct aircraft movement at work site.
23840	53-6032.00	Inspect aircraft components to locate cracks, breaks, leaks, or other problems.	True	Requires physical inspection of aircraft components—hands-on examination to visually and tactilely identify defects like cracks and leaks.
23841	53-6032.00	Load baggage or cargo for crew or passengers.	True	Physically lifting, carrying, and placing baggage/cargo onto aircraft or vehicles requires direct manual manipulation of tangible objects.
23842	53-6032.00	Mix cleaning compounds or solutions.	True	Mixing cleaning compounds requires physical manipulation of tangible materials and tools to combine liquids or powders into solutions.
23843	53-6032.00	Polish aircraft exteriors.	True	Polishing requires physical manipulation of tools and aircraft surfaces to achieve desired finish.
23845	53-6032.00	Refill aircraft potable water tanks.	True	Refilling water tanks requires physical manipulation of equipment, connecting hoses, and operating machinery to transfer water into aircraft tanks.
23846	53-6032.00	Refuel aircraft using hoses connected to fuel trucks.	True	Requires physical operation of fueling equipment and hoses to refuel aircraft; direct hands-on manipulation of tangible objects and equipment.
23847	53-6032.00	Remove exhaust stains from aircraft using cleaning fluids.	True	Task requires physical manipulation of cleaning fluids and tools to remove stains from aircraft surfaces through hands-on work.
23848	53-6032.00	Tow aircraft to gates or hangars using tugs, tractors, or other vehicles.	True	Operating tow vehicles to move aircraft requires hands-on operation of machinery and physical manipulation of equipment.
23849	53-6032.00	Wash the aircraft exteriors using lifts, cranes, detergent, or other equipment.	True	Task requires physical operation of equipment (lifts, cranes) and manual application of detergent to aircraft surfaces.
23851	53-6051.00	Inspect shipments to ensure that freight is securely braced and blocked.	True	Physical inspection of freight requires being present at the site, touching and examining cargo to verify bracing and blocking security.
23856	53-6051.00	Inspect loaded cargo, cargo lashed to decks or in storage facilities, and cargo handling devices to determine compliance with health and safety regulations and need for maintenance.	True	Physical inspection of cargo, lashing, and equipment requires being present, observing, and potentially touching objects to assess compliance and maintenance needs.
23859	53-6051.00	Check temperatures and humidities of shipping and storage areas to ensure that they are at appropriate levels to protect cargo.	True	Requires physical inspection of environments using instruments to measure temperature/humidity levels in warehouses and storage areas.
2386	39-9032.00	Explain principles, techniques, and safety procedures to participants in recreational activities and demonstrate use of materials and equipment.	True	Demonstrating equipment and materials use requires physical hands-on execution, even though explanation is also involved.
23861	53-6051.00	Read draft markings to determine depths of vessels in water.	True	Reading draft markings on vessels requires physical presence at the water to visually inspect and measure vessel depth markings.
23864	53-6051.00	Post warning signs on vehicles containing explosives or flammable or radioactive materials.	True	Posting warning signs requires physical placement of tangible objects onto vehicles, requiring hands-on manipulation.
23865	53-6051.00	Measure heights and widths of loads to ensure they will pass over bridges or through tunnels on scheduled routes.	True	Requires physical measurement and inspection of tangible loads at a work site using measuring tools.
23869	53-6051.00	Measure vessels' holds and depths of fuel and water in tanks, using sounding lines and tape measures.	True	Requires physical use of sounding lines and tape measures to inspect and measure tangible vessel components and tank contents.
23870	53-6051.00	Visually inspect cargo for damage upon arrival or discharge.	True	Requires physical presence at work site to visually inspect and examine cargo for damage—direct visual and tactile assessment of physical objects.
23872	53-7065.00	Obtain merchandise from bins or shelves.	True	Obtaining merchandise requires physical manipulation of objects—picking, reaching, and handling items from bins or shelves.
23874	53-7065.00	Pack and unpack items to be stocked on shelves in stockrooms, warehouses, or storage yards.	True	Primary execution involves physical handling, opening/closing containers, and placing items on shelves—direct manual manipulation of tangible objects.
23875	53-7065.00	Store items in an orderly and accessible manner in warehouses, tool rooms, supply rooms, or other areas.	True	Storing items involves physical manipulation and arrangement of tangible objects in specific locations to organize warehouse or storage spaces.
23876	53-7065.00	Examine and inspect stock items for wear or defects, reporting any damage to supervisors.	True	Task requires physical inspection of tangible objects for wear/defects, involving direct examination and touching items.
23878	53-7065.00	Receive and count stock items, and record data manually or on computer.	True	Primary execution involves receiving and counting physical stock items, requiring hands-on handling and physical inspection of tangible objects.
23879	53-7065.00	Stamp, attach, or change price tags on merchandise, referring to price list.	True	Stamping, attaching, or changing price tags involves physical manipulation of objects and use of stamping tools on merchandise.
23880	53-7065.00	Stock shelves, racks, cases, bins, and tables with new or transferred merchandise.	True	Requires physical manipulation of merchandise, lifting, and placement onto display fixtures.
23883	53-7065.00	Transport packages to customers' vehicles.	True	Requires physical manipulation and carrying of packages to customer vehicles; primary execution is hands-on transport work.
23884	53-7065.00	Mark stock items, using identification tags, stamps, electric marking tools, or other labeling equipment.	True	Requires physical operation of marking tools and stamps to label tangible stock items.
23885	53-7065.00	Take inventory or examine merchandise to identify items to be reordered or replenished.	True	Physical examination of merchandise; hands-on inspection and handling of items at work site to assess inventory levels.
23886	53-7065.00	Issue or distribute materials, products, parts, and supplies to customers or coworkers, based on information from incoming requisitions.	True	Distributing materials and supplies involves physical handling, manipulation, and movement of tangible objects to fulfill requisitions.
23888	53-7065.00	Clean display cases, shelves, and aisles.	True	Cleaning requires physical manipulation—wiping, dusting, sweeping surfaces. Direct physical labor at a work site.
23889	53-7065.00	Design and set up advertising signs and displays of merchandise on shelves, counters, or tables to attract customers and promote sales.	True	Requires physical manipulation of signs, merchandise, and displays; hands-on arrangement and positioning of tangible objects.
23890	53-7065.00	Pack customer purchases in bags or cartons.	True	Packing requires physical manipulation of items and placement into bags or cartons.
23891	53-7065.00	Dispose of damaged or defective items, or return them to vendors.	True	Physical handling and manipulation of damaged items; may involve inspection and moving goods for disposal or return.
23892	53-7065.00	Clean and maintain supplies, tools, equipment, and storage areas to ensure compliance with safety regulations.	True	Cleaning and maintaining supplies, tools, equipment, and storage areas requires physical manipulation and hands-on work to ensure safety compliance.
23899	53-7065.00	Operate equipment such as forklifts.	True	Operating forklifts requires hands-on control of physical machinery and equipment to move materials.
23900	53-7065.00	Receive, unload, open, unpack, or issue sales floor merchandise.	True	Task involves physical manipulation of merchandise: unloading, opening, unpacking, and handling items for display.
23908	21-1014.00	Perform crisis interventions to help ensure the safety of the patients and others.	True	Requires physical presence, assessment, and hands-on intervention with patients in crisis situations to ensure safety.
23912	27-2023.00	Inspect game sites for compliance with regulations or safety requirements.	True	Requires physical presence at game sites to inspect and assess conditions for compliance and safety hazards.
23922	29-2051.00	Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician.	True	Requires physical observation and monitoring of patients, weighing (physical measurement), and hands-on assessment of dietary intake and health status.
23925	29-9091.00	Clean and sanitize athletic training rooms.	True	Cleaning and sanitizing requires physical manipulation of equipment, surfaces, and use of cleaning tools and materials.
23927	29-9099.01	Perform annual gynecologic exams, including pap smears and breast exams.	True	Physical examination requiring hands-on clinical assessment of patients including palpation and specimen collection.
23928	31-9011.00	Maintain massage areas by restocking supplies or sanitizing equipment.	True	Restocking supplies and sanitizing equipment require physical manipulation of objects and hands-on cleaning/maintenance of tangible items.
23930	39-4011.00	Clean and disinfect areas in which bodies are prepared and embalmed.	True	Cleaning and disinfecting requires physical manipulation of tools, chemicals, and surfaces in the embalming preparation area.
23931	41-9012.00	Pose for artists and photographers.	True	Posing requires physical presence and bodily positioning as the primary work product for artists and photographers.
23933	47-2043.00	Buff and vacuum floors to ensure their cleanliness prior to the application of finish.	True	Buffing and vacuuming floors requires physical operation of cleaning equipment and manual labor to prepare surfaces.
23934	49-3052.00	Install motorcycle accessories.	True	Installing motorcycle accessories requires physical manipulation of parts, tools, and the motorcycle itself.
23936	49-9097.00	Test and repair track circuits.	True	Testing and repairing track circuits requires physical manipulation of electrical equipment, tools, and rail infrastructure components at a work site.
23938	51-4111.00	Fit and assemble parts to make, repair, or modify dies, jigs, gauges, and tools, using machine tools, hand tools, or welders.	True	Requires physical manipulation of tools, machine operation, and hands-on assembly/welding of tangible objects (dies, jigs, gauges).
23940	53-2022.00	Conduct inspections of the airport property and perimeter to maintain controlled access to airfields.	True	Inspections require physical presence at the airport perimeter, walking the grounds, observing and examining physical barriers and access points.
23943	17-3024.00	Assist engineers to implement electromechanical designs in industrial or other settings.	True	Implementation of electromechanical designs requires hands-on assembly, installation, testing, and operation of physical equipment and machinery.
23944	17-3027.00	Monitor, inspect, or test mechanical equipment.	True	Monitoring, inspecting, or testing mechanical equipment requires hands-on physical interaction with tangible machinery and tools to assess function and integrity.
23947	17-2199.05	Create mechanical models to simulate mechatronic design concepts.	True	Creating mechanical models requires physical manipulation of materials and components to build tangible prototypes and assemblies.
2395	39-9032.00	Provide for entertainment and set up related decorations and equipment.	True	Setting up decorations and equipment requires physical manipulation of objects and assembly at a work site.
23955	49-3031.00	Dismount, mount, and repair or replace tires.	True	Dismounting, mounting, and repairing tires requires physical manipulation of tangible objects and operation of tire equipment tools.
23960	19-1031.03	Provide care for park program animals.	True	Providing care for animals requires hands-on physical activities like feeding, grooming, cleaning enclosures, and direct animal handling.
23965	19-4092.00	Measure and sketch crime scenes to document evidence.	True	Requires physical presence at crime scene, measuring distances/positions, and sketching physical layouts of evidence locations.
23966	19-4092.00	Examine footwear, tire tracks, or other types of impressions.	True	Physical examination of impressions requires hands-on inspection, observation, and documentation at the site.
23967	19-4092.00	Examine physical evidence, such as hair, biological fluids, fiber, wood, or soil residues to obtain information about its source and composition.	True	Task requires physical examination and manipulation of tangible evidence samples (hair, fluids, fibers, wood, soil) in a laboratory setting.
23975	29-2035.00	Comfort patients during exams, or request sedatives or other medication from physicians for patients with anxiety or claustrophobia.	True	Comforting patients involves direct physical and emotional presence and interaction; requesting medication involves verbal/written communication with physicians on behalf of patients.
23976	33-3012.00	Take fingerprints of arrestees, prisoners, or the general public.	True	Taking fingerprints requires physical contact with individuals' hands and use of fingerprinting equipment or materials—a hands-on, tangible work activity.
23977	47-3013.00	Operate heavy equipment, such as backhoes.	True	Operating backhoes involves hands-on control of heavy machinery, requiring physical manipulation of equipment controls and interaction with the physical world.
23978	47-5071.00	Lay gas and oil pipelines.	True	Laying pipelines requires physical manipulation of materials, operating machinery, and hands-on work at job sites.
23979	47-5071.00	Clean trucks used in the fields.	True	Cleaning trucks requires physical manipulation, scrubbing, spraying, and hands-on work with equipment and tools.
23980	49-9062.00	Inspect, test, or troubleshoot malfunctioning medical or related equipment, following manufacturers' specifications and using test and analysis instruments.	True	Inspecting and testing medical equipment requires physical handling of instruments, operation of test equipment, and hands-on troubleshooting of tangible devices.
23981	49-9062.00	Install medical equipment.	True	Installing medical equipment involves physical manipulation and assembly of tangible equipment and components.
23982	51-6061.00	Weigh ingredients, such as dye, to be mixed together for use in textile processing.	True	Weighing ingredients requires physical manipulation of materials and operation of weighing equipment in textile processing.
23983	51-9023.00	Clean work areas.	True	Cleaning requires physical manipulation of objects and use of cleaning tools and materials on tangible surfaces.
23984	11-9171.00	Deliver death certificates to medical facilities or offices to obtain signatures from legally authorized persons.	True	Requires physical delivery of documents to multiple locations and in-person interaction with authorized personnel.
23996	29-1024.00	Examine patients to diagnose oral health conditions and diseases.	True	Physical examination of patients' mouths requires hands-on inspection, manipulation, and direct sensory assessment of oral structures.
23999	51-4034.00	Clean work area.	True	Cleaning requires physical manipulation of objects, sweeping, wiping, and direct interaction with the work environment.
24000	51-6042.00	Inspect finished products to ensure that shoes have been completed according to specifications.	True	Physical inspection of tangible shoe products requires hands-on examination and visual assessment of finished items against specifications.
24001	51-6051.00	Fit garments on clients, altering as needed.	True	Fitting and altering garments requires hands-on physical manipulation of clothing, pinning, measuring, and sewing—direct manual execution with tangible objects.
24006	27-1012.00	Pack products for shipping.	True	Primary execution involves physical manipulation of products and materials to prepare them for shipment (wrapping, boxing, sealing).
24007	33-3021.02	Take fingerprints.	True	Taking fingerprints requires physical contact with a person's hands and manipulation of fingerprint collection materials.
24008	39-5091.00	Clean supplies such as makeup brushes.	True	Cleaning brushes requires physical manipulation of tangible objects and hands-on execution.
24010	39-6012.00	Assist guests with special needs by providing equipment such as wheelchairs.	True	Providing equipment like wheelchairs requires physical handling, manipulation, and delivery of tangible objects to guests.
24011	47-2011.00	Conduct pressure tests on vessels, such as boilers.	True	Requires physical operation of pressure testing equipment on tangible objects (boilers, vessels) and hands-on inspection of equipment.
